 Date,sector,ticker,Close,Volume,return_1d,return_3d,volatility_3d,volume_change,QQQ_Close,QQQ_return_1d,QQQ_return_3d,QQQ_change_1d,QQQ_change_3d,SPY_Close,SPY_return_1d,SPY_return_3d,SPY_change_1d,SPY_change_3d,VIX_Close,VIX_return_1d,VIX_return_3d,VIX_change_1d,VIX_change_3d,Oil_Close,Oil_return_1d,Oil_return_3d,Oil_change_1d,Oil_change_3d,Gold_Close,Gold_return_1d,Gold_return_3d,Gold_change_1d,Gold_change_3d,Dollar_Close,Dollar_return_1d,Dollar_return_3d,Dollar_change_1d,Dollar_change_3d,Treasury10Y_Close,Treasury10Y_return_1d,Treasury10Y_return_3d,Treasury10Y_change_1d,Treasury10Y_change_3d
2023-09-07,Defense,LMT,395.6455383300781,1195700,,,,,366.076904296875,-0.0071516222378156,-0.0146455918570725,-2.63690185546875,-5.44110107421875,429.67193603515625,-0.0030702724258721,-0.014051880256465,-1.323272705078125,-6.123748779296875,14.399999618530272,-0.0034602208577749,0.100076352228567,-0.0500001907348632,1.3099994659423828,86.87000274658203,-0.0076536230516131,0.0154295692312906,-0.6699981689453125,1.3199996948242188,178.02000427246094,0.0010684498647577,-0.0116039993937488,0.19000244140625,-2.089996337890625,25.48187828063965,0.002394746189317,0.0079118996186411,0.0608768463134765,0.2000274658203125,4.260000228881836,-0.0069929448107112,0.0208483999444661,-0.0299997329711914,0.0870003700256347
2023-09-08,Defense,LMT,392.9981994628906,1162300,-0.0066911884773458,,,-0.0279334281174207,366.5885009765625,0.001397511489205,-0.014521089063221,0.5115966796875,-5.401702880859375,430.3190612792969,0.0015060914848479,-0.0082807290873242,0.647125244140625,-3.593109130859375,13.84000015258789,-0.0388888528317571,-0.0121341951118235,-0.5599994659423828,-0.1700000762939453,87.51000213623047,0.0073673232348736,0.0094589880231974,0.6399993896484375,0.8199996948242188,178.0800018310547,0.0003370270596214,-0.003134782582328,0.05999755859375,-0.55999755859375,25.50796890258789,0.0010238892777407,0.0037645895012259,0.0260906219482421,0.0956668853759765,4.257999897003174,-0.0004695614486356,-0.002343071365248,-0.0020003318786621,-0.0100002288818359
2023-09-11,Defense,LMT,390.7410888671875,1618300,-0.0057433102716193,,,0.3923255613869052,370.9078979492188,0.0117826853847016,0.005950663523482,4.31939697265625,2.194091796875,433.149169921875,0.0065767680245547,0.0049976453054698,2.830108642578125,2.153961181640625,13.800000190734863,-0.0028901706222559,-0.044982673156404,-0.0399999618530273,-0.6499996185302734,87.29000091552734,-0.0025140122881112,-0.0028558373016381,-0.220001220703125,-0.25,178.41000366210938,0.0018531099936069,0.0032615521851353,0.3300018310546875,0.5800018310546875,25.386213302612305,-0.0047732377454495,-0.0013684799870588,-0.1217555999755859,-0.0347881317138671,4.288000106811523,0.0070456107407292,-0.0004661666804863,0.0300002098083496,-0.0019998550415039
2023-09-12,Defense,LMT,388.1123046875,1307700,-0.0067276881151883,-0.0190403604053619,0.0005580927424964,-0.1919298028795649,366.795166015625,-0.0110882835235739,0.0019620514441618,-4.11273193359375,0.71826171875,430.7730712890625,-0.0054856358913052,0.0025627348717887,-2.3760986328125,1.10113525390625,14.229999542236328,0.0311593728665424,-0.0118055611664867,0.4299993515014648,-0.1700000762939453,88.83999633789062,0.017756849651809,0.0226774896860022,1.5499954223632812,1.9699935913085935,177.49000549316406,-0.0051566512530748,-0.0029771866451913,-0.9199981689453124,-0.529998779296875,25.4296989440918,0.0017129628968735,-0.0020477037043025,0.0434856414794921,-0.0521793365478515,4.263999938964844,-0.0055970539293026,0.0009388990300729,-0.0240001678466796,0.0039997100830078
2023-09-13,Defense,LMT,391.047607421875,971500,0.0075630241528632,-0.0049633612664931,0.0079817708215169,-0.2570926053376157,368.1922912597656,0.0038090066979812,0.0043749061384379,1.397125244140625,1.603790283203125,431.2752990722656,0.0011658755309384,0.0022221599715475,0.502227783203125,0.95623779296875,13.479999542236328,-0.0527055533469211,-0.0260116045074065,-0.75,-0.3600006103515625,88.5199966430664,-0.003601977802961,0.0115414750563442,-0.3199996948242187,1.0099945068359375,177.0800018310547,-0.0023100098564432,-0.005615453670922,-0.410003662109375,-1.0,25.44709014892578,0.0006838934614294,-0.0023866562600338,0.0173912048339843,-0.0608787536621093,4.249000072479248,-0.0035177923781202,-0.002113627229127,-0.0149998664855957,-0.0089998245239257
2023-09-14,Defense,LMT,395.59912109375,992400,0.0116392827509737,0.0124328676071578,0.0096452575573469,0.0215131240349975,371.20306396484375,0.0081771747441448,0.0007957932879212,3.010772705078125,0.295166015625,434.9939270019531,0.0086223995153138,0.0042589417415042,3.7186279296875,1.844757080078125,12.81999969482422,-0.0489614146754351,-0.0710145277076592,-0.6599998474121094,-0.9800004959106444,90.16000366210938,0.0185269665752005,0.0328789405026974,1.6400070190429688,2.8700027465820312,177.1699981689453,0.0005082241752882,-0.0069503137027703,0.089996337890625,-1.2400054931640625,25.603635787963867,0.0061518090328569,0.0085645890846268,0.1565456390380859,0.2174224853515625,4.288000106811523,0.0091786381894598,0.0,0.0390000343322753,0.0
2023-09-15,Defense,LMT,393.8899536132813,1681600,-0.0043204531793277,0.0148865389115484,0.0082920251710938,0.694478033051189,364.8470153808594,-0.0171228343755975,-0.0053112767431691,-6.356048583984375,-1.948150634765625,429.7530212402344,-0.0120482274266215,-0.0023679522161765,-5.24090576171875,-1.020050048828125,13.789999961853027,0.0756630491512744,-0.0309205618086866,0.9700002670288086,-0.4399995803833008,90.7699966430664,0.0067656716524002,0.0217244527772748,0.6099929809570312,1.9300003051757808,178.33999633789062,0.0066038165662203,0.0047889504671816,1.1699981689453125,0.8499908447265625,25.58624267578125,-0.0006793219653121,0.0061559412100637,-0.0173931121826171,0.1565437316894531,4.322000026702881,0.0079290855980502,0.013602272178296,0.0339999198913574,0.0580000877380371
2023-09-18,Defense,LMT,399.2867126464844,951200,0.0137011847692405,0.0210693150098237,0.0098636035102725,-0.434348239771646,365.2273254394531,0.001042382265884,-0.008052764521951,0.38031005859375,-2.9649658203125,430.0049743652344,0.0005862742378701,-0.0029455076832916,0.251953125,-1.27032470703125,14.0,0.0152284292043429,0.0385757029244975,0.2100000381469726,0.5200004577636719,91.4800033569336,0.007822041865432,0.0334388480130951,0.7100067138671875,2.9600067138671875,179.38999938964844,0.0058876476018785,0.0130449375124674,1.0500030517578125,2.30999755859375,25.54275894165039,-0.0016994966663088,0.0037595179710026,-0.0434837341308593,0.0956687927246093,4.318999767303467,-0.0006941831052469,0.016474392475916,-0.003000259399414,0.0699996948242187
2023-09-19,Defense,LMT,395.060302734375,862300,-0.0105848999684877,-0.0013620312347643,0.0126084405578935,-0.0934608915054667,364.4489440917969,-0.0021312242908432,-0.0181952158500678,-0.77838134765625,-6.754119873046875,429.11328125,-0.0020736809302047,-0.0135189146029772,-0.891693115234375,-5.880645751953125,14.109999656677246,0.0078571183340889,0.1006240243807365,0.1099996566772461,1.2899999618530271,91.1999969482422,-0.0030608482555349,0.011534973867463,-0.2800064086914062,1.0399932861328125,179.22000122070312,-0.0009476457412548,0.0115708250434307,-0.1699981689453125,2.0500030517578125,25.56015014648437,0.0006808663415613,-0.0016984166561193,0.0173912048339843,-0.0434856414794921,4.364999771118164,0.0106506150250194,0.0179570108182427,0.0460000038146972,0.0769996643066406
2023-09-20,Defense,LMT,396.5837707519531,1044100,0.0038562923357106,0.0068390095100436,0.0122153172566436,0.2108314971587614,359.197021484375,-0.0144105853304352,-0.015485926041046,-5.251922607421875,-5.649993896484375,425.1683349609375,-0.0091932514360099,-0.0106681885936853,-3.9449462890625,-4.584686279296875,15.140000343322754,0.0729979242882605,0.0978970547646267,1.0300006866455078,1.3500003814697266,90.27999877929688,-0.0100876995584487,-0.0053982360018844,-0.9199981689453124,-0.4899978637695312,179.35000610351562,0.0007253927124595,0.0056633945629975,0.1300048828125,1.010009765625,25.603635787963867,0.0017013061828774,0.0006797837573502,0.0434856414794921,0.0173931121826171,4.348999977111816,-0.0036654741913649,0.0062470963077556,-0.0159997940063476,0.0269999504089355
