Date,sector,ticker,return_1d,return_3d,return_5d,volatility_3d,volume_change,volume_ma_ratio,sector_return_mean,relative_return_to_sector,relative_return_to_market,relative_volatility_to_sector_3d,VIX_Close,VIX_return_1d,VIX_change_3d,SPY_return_1d,SPY_return_3d,QQQ_return_3d,Oil_return_1d,Gold_return_1d,Dollar_return_1d,Treasury10Y_return_1d,sector_Airline_Travel_Logistics,sector_Consumer_Discretionary,sector_Defense,sector_Energy,sector_Gold_SafeAsset,sector_Technology,ticker_AAL,ticker_AAPL,ticker_ABNB,ticker_ADBE,ticker_AEM,ticker_AGI,ticker_ALGT,ticker_ALK,ticker_AMD,ticker_AMZN,ticker_ASTS,ticker_AU,ticker_AVAV,ticker_AVGO,ticker_BA,ticker_BAR,ticker_BBY,ticker_BKNG,ticker_BKR,ticker_BKSY,ticker_BTG,ticker_CCL,ticker_CDE,ticker_CHRW,ticker_CMG,ticker_COP,ticker_CPA,ticker_CRM,ticker_CSCO,ticker_CTRA,ticker_CVX,ticker_CW,ticker_DAL,ticker_DIS,ticker_DRI,ticker_DVN,ticker_EBAY,ticker_EGO,ticker_EOG,ticker_EQT,ticker_ETSY,ticker_EXPE,ticker_F,ticker_FANG,ticker_FDX,ticker_FNV,ticker_GD,ticker_GDX,ticker_GFI,ticker_GLD,ticker_GM,ticker_GOLD,ticker_GOOGL,ticker_HAL,ticker_HD,ticker_HEI,ticker_HII,ticker_HLT,ticker_IAU,ticker_INTC,ticker_JBLU,ticker_KGC,ticker_KMI,ticker_KMX,ticker_KTOS,ticker_LDOS,ticker_LHX,ticker_LMT,ticker_LOW,ticker_LULU,ticker_LUV,ticker_MAR,ticker_MCD,ticker_META,ticker_MPC,ticker_MRCY,ticker_MSFT,ticker_MU,ticker_NEM,ticker_NFLX,ticker_NKE,ticker_NOC,ticker_NVDA,ticker_OKE,ticker_OR,ticker_ORCL,ticker_OXY,ticker_PAAS,ticker_PANW,ticker_PL,ticker_PSX,ticker_QCOM,ticker_RCAT,ticker_RCL,ticker_RKLB,ticker_ROST,ticker_RTX,ticker_SBUX,ticker_SGOL,ticker_SKYW,ticker_SLB,ticker_SNOW,ticker_SSRM,ticker_TDG,ticker_TGT,ticker_TJX,ticker_TRGP,ticker_TSLA,ticker_TXN,ticker_TXT,ticker_UAL,ticker_ULCC,ticker_ULTA,ticker_UPS,ticker_VLO,ticker_WMB,ticker_WPM,ticker_XOM,ticker_YUM,emo_fear,emo_nervousness,emo_optimism,emo_caring,emo_desire,emo_disgust,emo_Panic_Index,emo_Euphoria_Index,emo_Anger_Index,emo_fear_d1,emo_Panic_Index_d1,emo_Euphoria_Index_d1
2022-02-24,Airline_Travel_Logistics,AAL,0.0192307515962582,-0.0509234310030273,-0.0988310648518815,0.0329621033455834,0.6086806508084199,1.5362491769346156,0.0120981026910858,0.0071326489051724,0.0041817160720976,0.0056739257299938,30.31999969482422,-0.0225661106579467,2.5699996948242188,0.0150490355241605,-0.0136562841190119,-0.0029868100829775,0.0077090021306802,0.0083281085379784,0.0098762545392476,-0.004046543358716,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023210214,0.0095166145,0.048726406,0.051601365,0.013218896,0.0046384437,0.014464453,0.026331136,0.02553121,0.0,0.0,0.0
2022-02-24,Technology,AAPL,0.0166803991773543,-0.0272562973561302,-0.0568529366037314,0.0226001957690054,0.5681452562626932,1.4867600696467,0.0486700548687067,-0.0319896556913524,0.0016313636531937,-0.0185988140900264,30.31999969482422,-0.0225661106579467,2.5699996948242188,0.0150490355241605,-0.0136562841190119,-0.0029868100829775,0.0077090021306802,0.0083281085379784,0.0098762545392476,-0.004046543358716,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023210214,0.0095166145,0.048726406,0.051601365,0.013218896,0.0046384437,0.014464453,0.026331136,0.02553121,0.0,0.0,0.0
2022-02-24,Airline_Travel_Logistics,ABNB,0.0547854011498603,-0.0951400798761429,-0.1520574634356033,0.0763729880912588,0.0589149665081556,1.1465948526920275,0.0120981026910858,0.0426872984587745,0.0397363656256997,0.0490848104756692,30.31999969482422,-0.0225661106579467,2.5699996948242188,0.0150490355241605,-0.0136562841190119,-0.0029868100829775,0.0077090021306802,0.0083281085379784,0.0098762545392476,-0.004046543358716,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023210214,0.0095166145,0.048726406,0.051601365,0.013218896,0.0046384437,0.014464453,0.026331136,0.02553121,0.0,0.0,0.0
2022-02-24,Technology,ADBE,0.0800325861921695,0.0480387063514708,-0.0290559022987778,0.0550896802068345,0.5127375087966222,1.3315878371402494,0.0486700548687067,0.0313625313234628,0.0649835506680089,0.0138906703478027,30.31999969482422,-0.0225661106579467,2.5699996948242188,0.0150490355241605,-0.0136562841190119,-0.0029868100829775,0.0077090021306802,0.0083281085379784,0.0098762545392476,-0.004046543358716,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023210214,0.0095166145,0.048726406,0.051601365,0.013218896,0.0046384437,0.014464453,0.026331136,0.02553121,0.0,0.0,0.0
2022-02-24,Gold_SafeAsset,AEM,-0.0507484292333482,-0.0531681979302248,-0.0057360489889589,0.036454520896077,1.3036489042162644,1.538452966021419,-0.0177237070670182,-0.0330247221663299,-0.0657974647575088,0.0112261355673774,30.31999969482422,-0.0225661106579467,2.5699996948242188,0.0150490355241605,-0.0136562841190119,-0.0029868100829775,0.0077090021306802,0.0083281085379784,0.0098762545392476,-0.004046543358716,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023210214,0.0095166145,0.048726406,0.051601365,0.013218896,0.0046384437,0.014464453,0.026331136,0.02553121,0.0,0.0,0.0
2022-02-24,Gold_SafeAsset,AGI,-0.0176873935298239,-0.0163490536244323,-0.0203528506978879,0.0214295623412281,0.7675704964667103,1.3805842500079353,-0.0177237070670182,3.631353719430949e-05,-0.0327364290539845,-0.0037988229874713,30.31999969482422,-0.0225661106579467,2.5699996948242188,0.0150490355241605,-0.0136562841190119,-0.0029868100829775,0.0077090021306802,0.0083281085379784,0.0098762545392476,-0.004046543358716,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023210214,0.0095166145,0.048726406,0.051601365,0.013218896,0.0046384437,0.014464453,0.026331136,0.02553121,0.0,0.0,0.0
2022-02-24,Airline_Travel_Logistics,ALGT,0.0324060696704822,-0.0037849189384576,-0.0430160502931734,0.032921436147036,0.6281035393555203,1.5264982664685487,0.0120981026910858,0.0203079669793964,0.0173570341463216,0.0056332585314464,30.31999969482422,-0.0225661106579467,2.5699996948242188,0.0150490355241605,-0.0136562841190119,-0.0029868100829775,0.0077090021306802,0.0083281085379784,0.0098762545392476,-0.004046543358716,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023210214,0.0095166145,0.048726406,0.051601365,0.013218896,0.0046384437,0.014464453,0.026331136,0.02553121,0.0,0.0,0.0
2022-02-24,Airline_Travel_Logistics,ALK,0.0068076150159934,-0.044055113322916,-0.0681479110722044,0.0208267615902694,0.483254676749872,1.3143945501451144,0.0120981026910858,-0.0052904876750923,-0.0082414205081671,-0.0064614160253201,30.31999969482422,-0.0225661106579467,2.5699996948242188,0.0150490355241605,-0.0136562841190119,-0.0029868100829775,0.0077090021306802,0.0083281085379784,0.0098762545392476,-0.004046543358716,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023210214,0.0095166145,0.048726406,0.051601365,0.013218896,0.0046384437,0.014464453,0.026331136,0.02553121,0.0,0.0,0.0
2022-02-24,Technology,AMD,0.0624088770116741,0.0244223731404567,-0.009176665890481,0.0569773001432505,0.1883400914717778,1.1577208682853872,0.0486700548687067,0.0137388221429674,0.0473598414875136,0.0157782902842186,30.31999969482422,-0.0225661106579467,2.5699996948242188,0.0150490355241605,-0.0136562841190119,-0.0029868100829775,0.0077090021306802,0.0083281085379784,0.0098762545392476,-0.004046543358716,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023210214,0.0095166145,0.048726406,0.051601365,0.013218896,0.0046384437,0.014464453,0.026331136,0.02553121,0.0,0.0,0.0
2022-02-24,Technology,AMZN,0.0450952242781925,-0.0081486731383561,-0.0426468791386078,0.0421102462627748,0.5688001992403959,1.404510666287619,0.0486700548687067,-0.0035748305905141,0.0300461887540319,0.000911236403743,30.31999969482422,-0.0225661106579467,2.5699996948242188,0.0150490355241605,-0.0136562841190119,-0.0029868100829775,0.0077090021306802,0.0083281085379784,0.0098762545392476,-0.004046543358716,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023210214,0.0095166145,0.048726406,0.051601365,0.013218896,0.0046384437,0.014464453,0.026331136,0.02553121,0.0,0.0,0.0
